Session,attempt,H.,DD.,UD.,Ht,DDt,UDt,Hi,DDi,UDi,He,DDe,UDe,H5,DD5,UD5,Hshift,DDshift,UDshift,Hr,DDr,UDr,Ho,DDo,UDo,Ha,DDa,UDa,Hn,DDn,UDn,Hl,DDl,UDl,Henter
1.0,11.0,0.08880901336669922,0.29168701171875,0.20287799835205078,0.06764483451843262,0.14237380027770996,0.07472896575927734,0.05306291580200195,0.10722994804382324,0.05416703224182129,0.08766508102416992,0.22684407234191895,0.13917899131774902,0.08004522323608398,0.2588012218475342,0.1787559986114502,0.3362722396850586,0.2562270164489746,0.09031319618225098,0.1214292049407959,0.20315217971801758,0.08172297477722168,0.05521392822265625,0.15650200843811035,0.1012880802154541,0.06170296669006348,0.1290287971496582,0.06732583045959473,0.04593610763549805,0.20050907135009766,0.1545729637145996,0.05545306205749512,0.23167896270751953,0.17622590065002441,0.06763887405395508
1.0,12.0,0.09198188781738281,0.3020589351654053,0.21007704734802246,0.06786203384399414,0.13756179809570312,0.06969976425170898,0.05518913269042969,0.11997318267822266,0.06478404998779297,0.08313393592834473,0.2085580825805664,0.12542414665222168,0.07629013061523438,0.25287914276123047,0.1765890121459961,0.3480801582336426,0.2717900276184082,0.1054379940032959,0.11208486557006836,0.21820497512817383,0.10612010955810547,0.07074999809265137,0.16185498237609863,0.09110498428344727,0.052124977111816406,0.12790894508361816,0.07578396797180176,0.04890894889831543,0.2105879783630371,0.16167902946472168,0.06129193305969238,0.2496337890625,0.18834185600280762,0.0749208927154541
1.0,13.0,0.10483503341674805,0.289762020111084,0.18492698669433594,0.07693791389465332,0.17107486724853516,0.09413695335388184,0.051954030990600586,0.09136700630187988,0.0394129753112793,0.08303594589233398,0.20725584030151367,0.12421989440917969,0.07998204231262207,0.25173091888427734,0.17174887657165527,0.3540370464324951,0.27405500411987305,0.08372712135314941,0.10545611381530762,0.21185612678527832,0.1064000129699707,0.05831289291381836,0.1491539478302002,0.09084105491638184,0.05221915245056152,0.11523199081420898,0.06301283836364746,0.05485391616821289,0.2047567367553711,0.1499028205871582,0.058233022689819336,0.24188685417175293,0.1836538314819336,0.06704401969909668
1.0,14.0,0.1012411117553711,0.29395508766174316,0.19271397590637207,0.07585597038269043,0.12919402122497559,0.053338050842285156,0.04893088340759277,0.11706972122192383,0.06813883781433105,0.08941197395324707,0.23151397705078125,0.14210200309753418,0.07354497909545898,0.8044841289520264,0.7309391498565674,0.9875609874725342,0.9140160083770752,0.07506489753723145,0.07633495330810547,0.19035100936889648,0.11401605606079102,0.05215287208557129,0.13417387008666992,0.08202099800109863,0.05229306221008301,0.11628222465515137,0.06398916244506836,0.05530691146850586,0.19612598419189453,0.14081907272338867,0.05836892127990723,0.22335505485534668,0.16498613357543945,0.06217312812805176
1.0,15.0,0.0955040454864502,0.25726914405822754,0.16176509857177734,0.07694101333618164,0.133375883102417,0.05643486976623535,0.04911303520202637,0.11639118194580078,0.06727814674377441,0.08310413360595703,0.23478913307189941,0.15168499946594238,0.07044601440429688,0.268435001373291,0.19798898696899414,0.37076711654663086,0.300321102142334,0.09867501258850098,0.10172915458679199,0.24679017066955566,0.14506101608276367,0.05202603340148926,0.1344449520111084,0.08241891860961914,0.04901480674743652,0.12193179130554199,0.07291698455810547,0.05501699447631836,0.2048780918121338,0.14986109733581543,0.06094098091125488,0.27306389808654785,0.21212291717529297,0.0831758975982666
2.0,1.0,0.10754203796386719,0.2750740051269531,0.16753196716308594,0.07424402236938477,0.15845704078674316,0.0842130184173584,0.07079195976257324,0.10661506652832031,0.03582310676574707,0.0986630916595459,0.23218297958374023,0.13351988792419434,0.10183286666870117,0.26655077934265137,0.1647179126739502,0.37921690940856934,0.27738404273986816,0.10402393341064453,0.11642599105834961,0.16776180267333984,0.051335811614990234,0.05528998374938965,0.09465599060058594,0.03936600685119629,0.08008408546447754,0.1605210304260254,0.08043694496154785,0.05531597137451172,0.1821291446685791,0.12681317329406738,0.06826901435852051,0.2431349754333496,0.1748659610748291,0.08005595207214355
2.0,2.0,0.09612798690795898,0.23486804962158203,0.13874006271362305,0.08006882667541504,0.11716771125793457,0.03709888458251953,0.06452488899230957,0.1590709686279297,0.09454607963562012,0.09330916404724121,0.2896430492401123,0.1963338851928711,0.05563497543334961,0.2466719150543213,0.19103693962097168,0.3679478168487549,0.3123128414154053,0.08077192306518555,0.09936690330505371,0.15861010551452637,0.059243202209472656,0.055310964584350586,0.1306450366973877,0.07533407211303711,0.07572197914123535,0.1369609832763672,0.061239004135131836,0.06762814521789551,0.2137892246246338,0.14616107940673828,0.058415889739990234,0.2309408187866211,0.17252492904663086,0.07697296142578125
2.0,3.0,0.09841179847717285,0.2902657985687256,0.19185400009155273,0.07384800910949707,0.13446784019470215,0.06061983108520508,0.0583958625793457,0.11431694030761719,0.055921077728271484,0.09551310539245605,0.216353178024292,0.12084007263183594,0.09617280960083008,0.26248884201049805,0.16631603240966797,0.37756776809692383,0.28139495849609375,0.07664108276367188,0.09515905380249023,0.20304012298583984,0.10788106918334961,0.06171298027038574,0.12093400955200195,0.05922102928161621,0.07202816009521484,0.14838624000549316,0.07635807991027832,0.06559205055236816,0.20732903480529785,0.1417369842529297,0.0620121955871582,0.22522521018981934,0.16321301460266113,0.07362890243530273
2.0,4.0,0.09011006355285645,0.30222010612487793,0.21211004257202148,0.07395315170288086,0.16243505477905273,0.08848190307617188,0.06143593788146973,0.10915184020996094,0.04771590232849121,0.09909510612487793,0.212554931640625,0.11345982551574707,0.08883905410766602,0.2599458694458008,0.17110681533813477,0.41581201553344727,0.32697296142578125,0.06779813766479492,0.08645105361938477,0.2215440273284912,0.13509297370910645,0.04595589637756348,0.11479687690734863,0.06884098052978516,0.0615849494934082,0.15091800689697266,0.08933305740356445,0.05515289306640625,0.21848082542419434,0.16332793235778809,0.05635499954223633,0.21924495697021484,0.16288995742797852,0.07387900352478027
2.0,5.0,0.10617399215698242,0.2935478687286377,0.18737387657165527,0.0738680362701416,0.15280699729919434,0.07893896102905273,0.058244943618774414,0.1195838451385498,0.06133890151977539,0.08014416694641113,0.2040421962738037,0.12389802932739258,0.10139298439025879,0.28068089485168457,0.17928791046142578,0.41515588760375977,0.313762903213501,0.0769810676574707,0.09555602073669434,0.18309593200683594,0.0875399112701416,0.06463479995727539,0.1315617561340332,0.06692695617675781,0.06760406494140625,0.13775110244750977,0.07014703750610352,0.06272006034851074,0.21233820915222168,0.14961814880371094,0.06150507926940918,0.22801804542541504,0.16651296615600586,0.07821416854858398
2.0,6.0,0.06434321403503418,0.23324918746948242,0.16890597343444824,0.07245707511901855,0.14499616622924805,0.07253909111022949,0.05305981636047363,0.12731289863586426,0.07425308227539062,0.09309601783752441,0.24096894264221191,0.1478729248046875,0.08004093170166016,0.2506270408630371,0.17058610916137695,0.3752479553222656,0.29520702362060547,0.07688784599304199,0.0832068920135498,0.1960618495941162,0.1128549575805664,0.05838203430175781,0.135512113571167,0.07713007926940918,0.06476593017578125,0.13799309730529785,0.0732271671295166,0.055242061614990234,0.23564600944519043,0.1804039478302002,0.030514001846313477,0.2703869342803955,0.23987293243408203,0.08943891525268555
2.0,7.0,0.09134292602539062,0.34247493743896484,0.2511320114135742,0.0769960880279541,0.2162489891052246,0.1392529010772705,0.06130099296569824,0.11307215690612793,0.05177116394042969,0.0729520320892334,0.21984601020812988,0.14689397811889648,0.08213615417480469,0.2482771873474121,0.16614103317260742,0.35818028450012207,0.2760441303253174,0.0864100456237793,0.09877300262451172,0.19866108894348145,0.09988808631896973,0.058283090591430664,0.14615821838378906,0.0878751277923584,0.06818914413452148,0.1660771369934082,0.09788799285888672,0.05526900291442871,0.2100841999053955,0.1548151969909668,0.05632805824279785,0.22530198097229004,0.1689739227294922,0.07421112060546875
2.0,8.0,0.08259820938110352,0.23796916007995605,0.15537095069885254,0.07383489608764648,0.17836689949035645,0.10453200340270996,0.06474781036376953,0.10305595397949219,0.038308143615722656,0.08717513084411621,0.21837425231933594,0.13119912147521973,0.08366608619689941,0.2627701759338379,0.17910408973693848,0.35909414291381836,0.27542805671691895,0.08014392852783203,0.0893709659576416,0.18929100036621094,0.09992003440856934,0.05833601951599121,0.1199951171875,0.06165909767150879,0.0641489028930664,0.13087797164916992,0.06672906875610352,0.06468701362609863,0.21381092071533203,0.1491239070892334,0.07064986228942871,0.23332977294921875,0.16267991065979004,0.06863784790039062
2.0,9.0,0.07941293716430664,0.22912001609802246,0.14970707893371582,0.08001399040222168,0.1734771728515625,0.09346318244934082,0.05220317840576172,0.10040116310119629,0.04819798469543457,0.08293390274047852,0.19487690925598145,0.11194300651550293,0.08939599990844727,0.2748727798461914,0.18547677993774414,0.40529584884643555,0.3158998489379883,0.0715169906616211,0.09332704544067383,0.2097611427307129,0.11643409729003906,0.05842018127441406,0.11779332160949707,0.05937314033508301,0.061543941497802734,0.13788294792175293,0.0763390064239502,0.052124977111816406,0.20513200759887695,0.15300703048706055,0.05757498741149902,0.21121883392333984,0.15364384651184082,0.07789993286132812
2.0,10.0,0.07328510284423828,0.2606770992279053,0.187391996383667,0.07082891464233398,0.13158869743347168,0.060759782791137695,0.058387041091918945,0.1392822265625,0.08089518547058105,0.09018206596374512,0.20733404159545898,0.11715197563171387,0.07803511619567871,0.25779223442077637,0.17975711822509766,0.3697531223297119,0.2917180061340332,0.08354306221008301,0.09600400924682617,0.1990509033203125,0.10304689407348633,0.055162906646728516,0.13575196266174316,0.08058905601501465,0.06450295448303223,0.13630199432373047,0.07179903984069824,0.05522608757019043,0.18358802795410156,0.12836194038391113,0.060452938079833984,0.2347419261932373,0.17428898811340332,0.07082700729370117
2.0,11.0,0.06706809997558594,0.2332770824432373,0.16620898246765137,0.0740358829498291,0.162153959274292,0.08811807632446289,0.05536198616027832,0.11272311210632324,0.05736112594604492,0.08315706253051758,0.2310020923614502,0.14784502983093262,0.08313393592834473,0.2763040065765381,0.19317007064819336,0.4072859287261963,0.32415199279785156,0.08344793319702148,0.10216498374938965,0.22743892669677734,0.1252739429473877,0.04938793182373047,0.13030481338500977,0.0809168815612793,0.05221390724182129,0.1167459487915039,0.06453204154968262,0.04920697212219238,0.20882511138916016,0.15961813926696777,0.054151058197021484,0.2245500087738037,0.17039895057678223,0.07117486000061035
2.0,12.0,0.08057308197021484,0.23396611213684082,0.15339303016662598,0.07073307037353516,0.14121294021606445,0.0704798698425293,0.052245140075683594,0.11620116233825684,0.06395602226257324,0.08112215995788574,0.2104182243347168,0.12929606437683105,0.07959794998168945,0.27724194526672363,0.19764399528503418,0.4024081230163574,0.32281017303466797,0.06466102600097656,0.0894920825958252,0.20404911041259766,0.11455702781677246,0.05519294738769531,0.12369084358215332,0.06849789619445801,0.06778502464294434,0.15204310417175293,0.0842580795288086,0.0651400089263916,0.19062590599060059,0.12548589706420898,0.06749486923217773,0.23614883422851562,0.1686539649963379,0.06757497787475586
2.0,13.0,0.0734410285949707,0.21370792388916016,0.14026689529418945,0.07702517509460449,0.15510034561157227,0.07807517051696777,0.056388139724731445,0.10417413711547852,0.04778599739074707,0.09632492065429688,0.21907401084899902,0.12274909019470215,0.09036493301391602,0.26981282234191895,0.17944788932800293,0.38526296615600586,0.29489803314208984,0.08922219276428223,0.10791802406311035,0.20370912551879883,0.09579110145568848,0.07078814506530762,0.13093829154968262,0.060150146484375,0.055665016174316406,0.13080596923828125,0.07514095306396484,0.06289291381835938,0.2135777473449707,0.15068483352661133,0.05836200714111328,0.2239370346069336,0.1655750274658203,0.07706880569458008
2.0,14.0,0.09212994575500488,0.23076987266540527,0.1386399269104004,0.09021806716918945,0.1867690086364746,0.09655094146728516,0.0675661563873291,0.1073451042175293,0.039778947830200195,0.0924370288848877,0.23003196716308594,0.13759493827819824,0.08626008033752441,0.2659759521484375,0.17971587181091309,0.36214303970336914,0.2758829593658447,0.09880185127258301,0.1206519603729248,0.21994805335998535,0.09929609298706055,0.0520780086517334,0.11761188507080078,0.06553387641906738,0.05813002586364746,0.14302921295166016,0.0848991870880127,0.05222797393798828,0.21011590957641602,0.15788793563842773,0.06775212287902832,0.23576807975769043,0.1680159568786621,0.07688689231872559
2.0,15.0,0.07350802421569824,0.22767400741577148,0.15416598320007324,0.08326506614685059,0.17224597930908203,0.08898091316223145,0.05842399597167969,0.12003707885742188,0.06161308288574219,0.08354711532592773,0.25016307830810547,0.16661596298217773,0.07922005653381348,0.2781200408935547,0.1988999843597412,0.38760900497436523,0.30838894844055176,0.09864187240600586,0.12673592567443848,0.22790098190307617,0.1011650562286377,0.06453394889831543,0.11695599555969238,0.05242204666137695,0.06186413764953613,0.14037704467773438,0.07851290702819824,0.06255602836608887,0.20454883575439453,0.14199280738830566,0.0752711296081543,0.24258804321289062,0.16731691360473633,0.08008694648742676
